subjid,sceneid,sceneorder,desc,cleaned,pattern,pattern (normalised order)
281,7,18,yellow ball,yellow ball,tg_col tg_type,tg_col tg_type
281,8,4,small blue ball,small blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
281,9,26,big yellow ball,large yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
281,10,24,large blue ball,large blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
281,11,32,big yellow ball,large yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
281,12,2,large blue ball,large blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
281,13,14,green ball,green ball,tg_col tg_type,tg_col tg_type
281,14,28,red ball,red ball,tg_col tg_type,tg_col tg_type
281,15,6,large green ball,large green ball,tg_size tg_col tg_type,tg_size tg_col tg_type
281,16,16,red ball,red ball,tg_col tg_type,tg_col tg_type
282,17,22,big yellow ball.,large yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
282,18,18,large blue ball the one that's touching the blue cube.,large blue ball next-to blue cube,tg_size tg_col tg_type rel lm_col lm_type,tg_size tg_col tg_type rel lm_col lm_type
282,19,8,large yellow ball that's atop the red cube.,large yellow ball on-top-of red cube,tg_size tg_col tg_type rel lm_col lm_type,tg_size tg_col tg_type rel lm_col lm_type
282,20,20,big ball on top of the big blue cube.,large ball on-top-of large blue cube,tg_size tg_type rel lm_size lm_col lm_type,tg_size tg_type rel lm_size lm_col lm_type
282,21,6,large green ball.,large green ball,tg_size tg_col tg_type,tg_size tg_col tg_type
282,22,28,big red ball.,large red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
282,23,32,big green ball.,large green ball,tg_size tg_col tg_type,tg_size tg_col tg_type
282,24,2,red ball on top of the red cube.,red ball on-top-of red cube,tg_col tg_type rel lm_col lm_type,tg_col tg_type rel lm_col lm_type
282,25,16,small green ball that's touching the small small blue cube.,small green ball next-to small blue cube,tg_size tg_col tg_type rel lm_size lm_col lm_type,tg_size tg_col tg_type rel lm_size lm_col lm_type
282,26,24,little red ball adjacent on the left to the red cube.,small red ball next-to red cube,tg_size tg_col tg_type rel lm_col lm_type,tg_size tg_col tg_type rel lm_col lm_type
282,27,10,small green ball on top of the blue cube.,small green ball on-top-of blue cube,tg_size tg_col tg_type rel lm_col lm_type,tg_size tg_col tg_type rel lm_col lm_type
282,28,30,red ball sitting on top of the red cube.,red ball on-top-of red cube,tg_col tg_type rel lm_col lm_type,tg_col tg_type rel lm_col lm_type
282,29,12,yellow ball just to the left of the small red cube.,yellow ball left-of small red cube,tg_col tg_type rel lm_size lm_col lm_type,tg_col tg_type rel lm_size lm_col lm_type
282,30,26,small blue ball (it's next to a small blue cube).,small blue ball next-to small blue cube,tg_size tg_col tg_type rel lm_size lm_col lm_type,tg_size tg_col tg_type rel lm_size lm_col lm_type
282,31,14,yellow ball.,yellow ball,tg_col tg_type,tg_col tg_type
282,32,4,blue ball on top of the small blue cube.,blue ball on-top-of small blue cube,tg_col tg_type rel lm_size lm_col lm_type,tg_col tg_type rel lm_size lm_col lm_type
283,1,28,green ball,green ball,tg_col tg_type,tg_col tg_type
283,2,10,small red ball next to the red cube,small red ball next-to red cube,tg_size tg_col tg_type rel lm_col lm_type,tg_size tg_col tg_type rel lm_col lm_type
283,3,30,green ball,green ball,tg_col tg_type,tg_col tg_type
283,4,22,small red ball,small red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
283,5,4,small yellow ball to the right of the large red cube,small yellow ball right-of large red cube,tg_size tg_col tg_type rel lm_size lm_col lm_type,tg_size tg_col tg_type rel lm_size lm_col lm_type
283,6,20,blue ball,blue ball,tg_col tg_type,tg_col tg_type
283,7,16,yellow ball,yellow ball,tg_col tg_type,tg_col tg_type
283,8,24,blue ball,blue ball,tg_col tg_type,tg_col tg_type
283,9,32,large yellow ball,large yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
283,10,8,blue ball between the two blue cubes,blue ball next-to blue cube,tg_col tg_type rel lm_col lm_type,tg_col tg_type rel lm_col lm_type
283,11,2,large yellow ball on top of the red cube,large yellow ball on-top-of red cube,tg_size tg_col tg_type rel lm_col lm_type,tg_size tg_col tg_type rel lm_col lm_type
283,12,18,large blue ball,large blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
283,13,14,green ball,green ball,tg_col tg_type,tg_col tg_type
283,14,12,red ball,red ball,tg_col tg_type,tg_col tg_type
283,15,26,green ball,green ball,tg_col tg_type,tg_col tg_type
283,16,6,red ball on top of the red cube,red ball on-top-of red cube,tg_col tg_type rel lm_col lm_type,tg_col tg_type rel lm_col lm_type
284,17,32,yellow ball,yellow ball,tg_col tg_type,tg_col tg_type
284,18,24,large blue ball,large blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
284,19,22,large yellow ball,large yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
284,20,4,please pass me the large blue ball,large blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
284,21,16,green ball,green ball,tg_col tg_type,tg_col tg_type
284,22,12,red ball,red ball,tg_col tg_type,tg_col tg_type
284,23,2,the green ball,green ball,tg_col tg_type,tg_col tg_type
284,24,28,red ball,red ball,tg_col tg_type,tg_col tg_type
284,25,8,small green ball,small green ball,tg_size tg_col tg_type,tg_size tg_col tg_type
284,26,6,small red ball,small red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
284,27,14,green ball on top of the blue cube,green ball on-top-of blue cube,tg_col tg_type rel lm_col lm_type,tg_col tg_type rel lm_col lm_type
284,28,20,small red ball,small red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
284,29,30,yellow ball,yellow ball,tg_col tg_type,tg_col tg_type
284,30,26,blue ball,blue ball,tg_col tg_type,tg_col tg_type
284,31,10,yellow ball,yellow ball,tg_col tg_type,tg_col tg_type
284,32,18,blue ball,blue ball,tg_col tg_type,tg_col tg_type
285,1,12,green ball,green ball,tg_col tg_type,tg_col tg_type
285,2,14,red ball,red ball,tg_col tg_type,tg_col tg_type
285,3,20,green ball,green ball,tg_col tg_type,tg_col tg_type
285,4,28,red ball,red ball,tg_col tg_type,tg_col tg_type
285,5,24,yellow ball,yellow ball,tg_col tg_type,tg_col tg_type
285,6,16,blue ball,blue ball,tg_col tg_type,tg_col tg_type
285,7,18,yellow ball,yellow ball,tg_col tg_type,tg_col tg_type
285,8,32,blue ball,blue ball,tg_col tg_type,tg_col tg_type
285,9,6,biggest yellow ball,large yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
285,10,4,biggest blue ball,large blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
285,11,22,biggest yellow ball,large yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
285,12,10,biggest blue ball,large blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
285,13,30,green ball,green ball,tg_col tg_type,tg_col tg_type
285,14,26,red ball,red ball,tg_col tg_type,tg_col tg_type
285,15,2,green ball on top of the blue cube,green ball on-top-of blue cube,tg_col tg_type rel lm_col lm_type,tg_col tg_type rel lm_col lm_type
285,16,8,red ball atop the red cube,red ball on-top-of red cube,tg_col tg_type rel lm_col lm_type,tg_col tg_type rel lm_col lm_type
287,1,6,green  bal.l,green ball,tg_col tg_type,tg_col tg_type
287,2,14,smaller red ball.,small red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
287,3,8,green ball.,green ball,tg_col tg_type,tg_col tg_type
287,4,4,smaller  red ball,small red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
287,5,26,yellow  ball.,yellow ball,tg_col tg_type,tg_col tg_type
287,6,2,blue ball.,blue ball,tg_col tg_type,tg_col tg_type
287,7,18,yellow  ball.,yellow ball,tg_col tg_type,tg_col tg_type
287,8,16,blue  ball.,blue ball,tg_col tg_type,tg_col tg_type
287,9,22,larger  yellow  ball.,large yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
287,10,12,larger  blue ball.,large blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
287,11,32,larger  yellow  ball.,large yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
287,12,20,larger  blue ball.,large blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
287,13,24,green  ball.,green ball,tg_col tg_type,tg_col tg_type
287,14,10,red ball.,red ball,tg_col tg_type,tg_col tg_type
287,15,30,green  ball.,green ball,tg_col tg_type,tg_col tg_type
287,16,28,red  ball.,red ball,tg_col tg_type,tg_col tg_type
288,17,16,big yellow ball,large yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
288,18,2,big blue ball,large blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
288,19,20,big yellow ball,large yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
288,20,10,big blue ball,large blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
288,21,32,big ass green ball,large green ball,tg_size tg_col tg_type,tg_size tg_col tg_type
288,22,26,big red ball touching the big red box,large red ball next-to large red cube,tg_size tg_col tg_type rel lm_size lm_col lm_type,tg_size tg_col tg_type rel lm_size lm_col lm_type
288,23,24,green ball,green ball,tg_col tg_type,tg_col tg_type
288,24,14,big red ball,large red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
288,25,8,little green ball,small green ball,tg_size tg_col tg_type,tg_size tg_col tg_type
288,26,22,red ball touching the red box,red ball next-to red cube,tg_col tg_type rel lm_col lm_type,tg_col tg_type rel lm_col lm_type
288,27,18,green ball on the blue box,green ball on-top-of blue cube,tg_col tg_type rel lm_col lm_type,tg_col tg_type rel lm_col lm_type
288,28,28,little red ball on top of the box,small red ball on-top-of cube,tg_size tg_col tg_type rel lm_type,tg_size tg_col tg_type rel lm_type
288,29,4,yellow ball,yellow ball,tg_col tg_type,tg_col tg_type
288,30,12,little blue ball,small blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
288,31,30,little yellow ball on the red box,small yellow ball on-top-of red cube,tg_size tg_col tg_type rel lm_col lm_type,tg_size tg_col tg_type rel lm_col lm_type
288,32,6,blue ball,blue ball,tg_col tg_type,tg_col tg_type
290,17,28,large yellow sphere,large yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
290,18,24,large blue sphere,large blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
290,19,12,large yellow sphere,large yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
290,20,6,large blue sphere,large blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
290,21,20,large green sphere,large green ball,tg_size tg_col tg_type,tg_size tg_col tg_type
290,22,16,red sphere,red ball,tg_col tg_type,tg_col tg_type
290,23,26,large green ball,large green ball,tg_size tg_col tg_type,tg_size tg_col tg_type
290,24,30,large red sphere,large red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
290,25,2,small green sphere,small green ball,tg_size tg_col tg_type,tg_size tg_col tg_type
290,26,14,small red sphere,small red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
290,27,4,small green sphere,small green ball,tg_size tg_col tg_type,tg_size tg_col tg_type
290,28,18,small red ball,small red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
290,29,22,small yellow sphere,small yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
290,30,8,small blue sphere,small blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
290,31,10,small yellow sphere,small yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
290,32,32,small blue sphere,small blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
291,1,20,green ball,green ball,tg_col tg_type,tg_col tg_type
291,2,14,small red ball,small red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
291,3,8,green ball,green ball,tg_col tg_type,tg_col tg_type
291,4,6,small red ball,small red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
291,5,24,yellow ball,yellow ball,tg_col tg_type,tg_col tg_type
291,6,2,blue ball,blue ball,tg_col tg_type,tg_col tg_type
291,7,26,yellow ball ,yellow ball ,tg_col tg_type ,tg_col tg_type 
291,8,4,blue ball,blue ball,tg_col tg_type,tg_col tg_type
291,9,16,big yellow ball,large yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
291,10,30,blue blue ball ,blue ball ,tg_col tg_type ,tg_col tg_type 
291,11,32,big yellow ball ,large yellow ball ,tg_size tg_col tg_type ,tg_size tg_col tg_type 
291,12,22,big blue ball,large blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
291,13,10,big green ball,large green ball,tg_size tg_col tg_type,tg_size tg_col tg_type
291,14,18,red ball,red ball,tg_col tg_type,tg_col tg_type
291,15,12,big green ball,large green ball,tg_size tg_col tg_type,tg_size tg_col tg_type
291,16,28,red ball ,red ball ,tg_col tg_type ,tg_col tg_type 
292,17,20,Yellow ball,yellow ball,tg_col tg_type,tg_col tg_type
292,18,18,Largest blue ball,large blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
292,19,6,Yellow ball,yellow ball,tg_col tg_type,tg_col tg_type
292,20,10,Largest blue ball,large blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
292,21,26,Green ball,green ball,tg_col tg_type,tg_col tg_type
292,22,4,Red ball,red ball,tg_col tg_type,tg_col tg_type
292,23,32,Green ball,green ball,tg_col tg_type,tg_col tg_type
292,24,14,Red ball,red ball,tg_col tg_type,tg_col tg_type
292,25,12,Smallest green ball,small green ball,tg_size tg_col tg_type,tg_size tg_col tg_type
292,26,2,smallest red ball,small red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
292,27,28,Smallest green ball,small green ball,tg_size tg_col tg_type,tg_size tg_col tg_type
292,28,30,Smallest red ball,small red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
292,29,22,Yellow ball,yellow ball,tg_col tg_type,tg_col tg_type
292,30,24,Blue ball,blue ball,tg_col tg_type,tg_col tg_type
292,31,16,Yellow ball,yellow ball,tg_col tg_type,tg_col tg_type
292,32,8,Blue ball,blue ball,tg_col tg_type,tg_col tg_type
293,1,16,green ball,green ball,tg_col tg_type,tg_col tg_type
293,2,4,little red ball,small red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
293,3,6,green ball,green ball,tg_col tg_type,tg_col tg_type
293,4,32,red ball,red ball,tg_col tg_type,tg_col tg_type
293,5,28,yellow ball,yellow ball,tg_col tg_type,tg_col tg_type
293,6,30,little blue ball,small blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
293,7,22,yellow ball,yellow ball,tg_col tg_type,tg_col tg_type
293,8,20,ble ball,blue ball,tg_col tg_type,tg_col tg_type
293,9,18,big yellow ball,large yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
293,10,26,big blue ball,large blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
293,11,2,large yellow ball,large yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
293,12,8,big blue ball,large blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
293,13,10,green ball,green ball,tg_col tg_type,tg_col tg_type
293,14,24,red ball,red ball,tg_col tg_type,tg_col tg_type
293,15,14,green ball,green ball,tg_col tg_type,tg_col tg_type
293,16,12,red ball,red ball,tg_col tg_type,tg_col tg_type
294,17,24,yellow ball,yellow ball,tg_col tg_type,tg_col tg_type
294,18,14,big blue ball,large blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
294,19,6,yellow ball,yellow ball,tg_col tg_type,tg_col tg_type
294,20,22,big blue ball,large blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
294,21,10,green ball,green ball,tg_col tg_type,tg_col tg_type
294,22,30,red ball,red ball,tg_col tg_type,tg_col tg_type
294,23,8,green ball,green ball,tg_col tg_type,tg_col tg_type
294,24,28,red ball,red ball,tg_col tg_type,tg_col tg_type
294,25,26,small green ball,small green ball,tg_size tg_col tg_type,tg_size tg_col tg_type
294,26,18,small red ball,small red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
294,27,2,ball,ball,tg_type,tg_type
294,28,16,small red ball,small red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
294,29,20,yellow ball,yellow ball,tg_col tg_type,tg_col tg_type
294,30,32,blue ball,blue ball,tg_col tg_type,tg_col tg_type
294,31,4,ball,ball,tg_type,tg_type
294,32,12,blue ball,blue ball,tg_col tg_type,tg_col tg_type
295,1,22,green sphere,green ball,tg_col tg_type,tg_col tg_type
295,2,20,small red sphere,small red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
295,3,26,green sphere,green ball,tg_col tg_type,tg_col tg_type
295,4,16,small red sphere,small red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
295,5,24,yellow sphere,yellow ball,tg_col tg_type,tg_col tg_type
295,6,2,small blue sphere,small blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
295,7,14,yellow sphere,yellow ball,tg_col tg_type,tg_col tg_type
295,8,28,blue sphere,blue ball,tg_col tg_type,tg_col tg_type
295,9,18,large yellow sphere,large yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
295,10,6,large blue sphere,large blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
295,11,10,large yellow sphere,large yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
295,12,8,large blue sphere,large blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
295,13,4,green sphere,green ball,tg_col tg_type,tg_col tg_type
295,14,12,red sphere,red ball,tg_col tg_type,tg_col tg_type
295,15,30,green sphere,green ball,tg_col tg_type,tg_col tg_type
295,16,32,red sphere,red ball,tg_col tg_type,tg_col tg_type
296,17,10,large yellow ball,large yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
296,18,2,large blue ball,large blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
296,19,12,large yellow ball,large yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
296,20,8,large blue ball,large blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
296,21,4,large green ball,large green ball,tg_size tg_col tg_type,tg_size tg_col tg_type
296,22,30,large red ball,large red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
296,23,18,large green ball,large green ball,tg_size tg_col tg_type,tg_size tg_col tg_type
296,24,26,large red ball,large red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
296,25,14,small green ball,small green ball,tg_size tg_col tg_type,tg_size tg_col tg_type
296,26,24,small red ball,small red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
296,27,32,small green ball,small green ball,tg_size tg_col tg_type,tg_size tg_col tg_type
296,28,6,red ball on top of the red cube,red ball on-top-of red cube,tg_col tg_type rel lm_col lm_type,tg_col tg_type rel lm_col lm_type
296,29,16,small yellow ball,small yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
296,30,28,blue ball next to the blue cube,blue ball next-to blue cube,tg_col tg_type rel lm_col lm_type,tg_col tg_type rel lm_col lm_type
296,31,20,small yellow ball,small yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
296,32,22,small blue ball,small blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
297,1,16,green ball,green ball,tg_col tg_type,tg_col tg_type
297,2,28,small red ball sitting directly next to the big red block,small red ball next-to large red cube,tg_size tg_col tg_type rel lm_size lm_col lm_type,tg_size tg_col tg_type rel lm_size lm_col lm_type
297,3,4,green ball,green ball,tg_col tg_type,tg_col tg_type
297,4,24,smaller red ball sitting on top of the red block,small red ball on-top-of red cube,tg_size tg_col tg_type rel lm_col lm_type,tg_size tg_col tg_type rel lm_col lm_type
297,5,6,yellow ball,yellow ball,tg_col tg_type,tg_col tg_type
297,6,32,blue ball,blue ball,tg_col tg_type,tg_col tg_type
297,7,22,yellow ball,yellow ball,tg_col tg_type,tg_col tg_type
297,8,10,blue ball,blue ball,tg_col tg_type,tg_col tg_type
297,9,26,largest yellow ball ,large yellow ball ,tg_size tg_col tg_type ,tg_size tg_col tg_type 
297,10,8,largest blue ball,large blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
297,11,12,biggest yellow ball,large yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
297,12,2,largest blue ball,large blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
297,13,30,green ball,green ball,tg_col tg_type,tg_col tg_type
297,14,14,big red ball,large red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
297,15,18,green ball on top of the blue block,green ball on-top-of blue cube,tg_col tg_type rel lm_col lm_type,tg_col tg_type rel lm_col lm_type
297,16,20,biggest red ball,large red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
298,17,24,large yellow ball,large yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
298,18,18,large blue ball,large blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
298,19,22,large yellow ball,large yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
298,20,10,large blue ball sitting on top of the large blue cube,large blue ball on-top-of large blue cube,tg_size tg_col tg_type rel lm_size lm_col lm_type,tg_size tg_col tg_type rel lm_size lm_col lm_type
298,21,14,large green ball,large green ball,tg_size tg_col tg_type,tg_size tg_col tg_type
298,22,6,large red ball,large red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
298,23,28,green ball sittign on top of the large blue cube,green ball on-top-of large blue cube,tg_col tg_type rel lm_size lm_col lm_type,tg_col tg_type rel lm_size lm_col lm_type
298,24,4,red ball sitting on top of the red cube,red ball on-top-of red cube,tg_col tg_type rel lm_col lm_type,tg_col tg_type rel lm_col lm_type
298,25,30,small green ball,small green ball,tg_size tg_col tg_type,tg_size tg_col tg_type
298,26,12,small red ball,small red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
298,27,32,small green ball sitting on top of blue cube,small green ball on-top-of blue cube,tg_size tg_col tg_type rel lm_col lm_type,tg_size tg_col tg_type rel lm_col lm_type
298,28,8,small red ball,small red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
298,29,2,yellow ball,yellow ball,tg_col tg_type,tg_col tg_type
298,30,16,small blue ball,small blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
298,31,20,small yellow ball,small yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
298,32,26,blue ball on top of the blue cube,blue ball on-top-of blue cube,tg_col tg_type rel lm_col lm_type,tg_col tg_type rel lm_col lm_type
299,1,28,little green ball that's touching the big blue square on its left side,small green ball next-to large blue cube,tg_size tg_col tg_type rel lm_size lm_col lm_type,tg_size tg_col tg_type rel lm_size lm_col lm_type
299,2,22,red ball that's touching the big red box on its right side,red ball next-to large red cube,tg_col tg_type rel lm_size lm_col lm_type,tg_col tg_type rel lm_size lm_col lm_type
299,3,14,little green ball that's on top of the big blue box,small green ball on-top-of large blue cube,tg_size tg_col tg_type rel lm_size lm_col lm_type,tg_size tg_col tg_type rel lm_size lm_col lm_type
299,4,26,little red ball that's sitting on top of the big red square,small red ball on-top-of large red cube,tg_size tg_col tg_type rel lm_size lm_col lm_type,tg_size tg_col tg_type rel lm_size lm_col lm_type
299,5,16,yellow ball that's on the right of the big red box,yellow ball right-of large red cube,tg_col tg_type rel lm_size lm_col lm_type,tg_col tg_type rel lm_size lm_col lm_type
299,6,2,little blue ball.,small blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
299,7,8,yellow ball.,yellow ball,tg_col tg_type,tg_col tg_type
299,8,12,blue ball,blue ball,tg_col tg_type,tg_col tg_type
299,9,32,big yellow ball that's directly touch the little red box on it's right,large yellow ball next-to small red right-hand cube ,tg_size tg_col tg_type rel lm_size lm_col lm_loc lm_type ,tg_size tg_col tg_type rel lm_size lm_col lm_loc lm_type 
299,10,30,big blue ball that's right next to the little blue square on its left,large blue ball next-to small blue cube,tg_size tg_col tg_type rel lm_size lm_col lm_type,tg_size tg_col tg_type rel lm_size lm_col lm_type
299,11,6,big yellow ball.,large yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
299,12,20,big blue ball that's sitting on top of the little red box,large blue ball on-top-of small red cube,tg_size tg_col tg_type rel lm_size lm_col lm_type,tg_size tg_col tg_type rel lm_size lm_col lm_type
299,13,18,big green ball that's to the right of the little blue square,large green ball right-of small blue cube,tg_size tg_col tg_type rel lm_size lm_col lm_type,tg_size tg_col tg_type rel lm_size lm_col lm_type
299,14,4,big red ball that's next to the little red square.,large red ball next-to small red cube,tg_size tg_col tg_type rel lm_size lm_col lm_type,tg_size tg_col tg_type rel lm_size lm_col lm_type
299,15,10,green ball that's on top of the little blue sqaure,green ball on-top-of small blue cube,tg_col tg_type rel lm_size lm_col lm_type,tg_col tg_type rel lm_size lm_col lm_type
299,16,24,big red ball that's on top of the little red square,large red ball on-top-of small red cube,tg_size tg_col tg_type rel lm_size lm_col lm_type,tg_size tg_col tg_type rel lm_size lm_col lm_type
300,17,12,large yellow circle,large yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
300,18,4,blue(large )ball,blue large ball,tg_col tg_size tg_type,tg_size tg_col tg_type
300,19,20,large yellow circle,large yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
300,20,14,large blue circle,large blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
300,21,6,Large green circle,large green ball,tg_size tg_col tg_type,tg_size tg_col tg_type
300,22,24,large red circle,large red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
300,23,26,large green circle,large green ball,tg_size tg_col tg_type,tg_size tg_col tg_type
300,24,8,the large red circle,large red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
300,25,32,the small green circle,small green ball,tg_size tg_col tg_type,tg_size tg_col tg_type
300,26,22,the small red circle,small red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
300,27,28,small green circle,small green ball,tg_size tg_col tg_type,tg_size tg_col tg_type
300,28,2,red circle,red ball,tg_col tg_type,tg_col tg_type
300,29,18,the small yellow circle,small yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
300,30,16,the small blue circle,small blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
300,31,30,small yellow circle,small yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
300,32,10,small blue circle on top of the small blue cube,small blue ball on-top-of small blue cube,tg_size tg_col tg_type rel lm_size lm_col lm_type,tg_size tg_col tg_type rel lm_size lm_col lm_type
301,1,8,green ball,green ball,tg_col tg_type,tg_col tg_type
301,2,30,red ball on the right hand side of the red cube,red ball right-of red cube,tg_col tg_type rel lm_col lm_type,tg_col tg_type rel lm_col lm_type
301,3,24,green ball,green ball,tg_col tg_type,tg_col tg_type
301,4,4,smaller red ball on top of the red cube,small red ball on-top-of red cube,tg_size tg_col tg_type rel lm_col lm_type,tg_size tg_col tg_type rel lm_col lm_type
301,5,2,small yellow ball next to the red block,small yellow ball next-to red cube,tg_size tg_col tg_type rel lm_col lm_type,tg_size tg_col tg_type rel lm_col lm_type
301,6,16,blue ball,blue ball,tg_col tg_type,tg_col tg_type
301,7,6,yellow ball ,yellow ball ,tg_col tg_type ,tg_col tg_type 
301,8,22,blue ball,blue ball,tg_col tg_type,tg_col tg_type
301,9,28,larger yellow ball,large yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
301,10,20,larger blue ball,large blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
301,11,32,larger yellow ball,large yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
301,12,12,larger blue ball on top of the blue cube,large blue ball on-top-of blue cube,tg_size tg_col tg_type rel lm_col lm_type,tg_size tg_col tg_type rel lm_col lm_type
301,13,18,green ball,green ball,tg_col tg_type,tg_col tg_type
301,14,26,red ball,red ball,tg_col tg_type,tg_col tg_type
301,15,14,green ball,green ball,tg_col tg_type,tg_col tg_type
301,16,10,red ball,red ball,tg_col tg_type,tg_col tg_type
302,1,4,small green ball,small green ball,tg_size tg_col tg_type,tg_size tg_col tg_type
302,2,10,small red ball. ,small red ball ,tg_size tg_col tg_type ,tg_size tg_col tg_type 
